	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
22996925_22997164_Os05g0468550	125.0213075	113.4440008	112.0187397	121.954673	63.00276534	59.21900742	74.37774103	66.55695737
23005165_23005525_Os05g0468600	751.112265	736.7760911	653.3173474	767.1342331	581.8791986	598.7699639	556.9110196	560.2579323
23080930_23081200_Os05g0470000	69.89380186	64.65088216	72.17314769	80.25404285	74.27155264	69.9113282	59.62513124	88.46177878
23103942_23104091_Os05g0470700	26.5793331	22.56681736	17.2914833	25.17773893	28.68418585	28.7870175	36.2668324	26.9597802
23109684_23109864_Os05g0470800	88.597777	110.3944309	97.73447084	100.7109557	86.05255754	92.9409422	86.67158252	104.4691483
23112892_23113458_Os05g0471000	131.9122458	150.6487537	155.6233497	156.574064	242.2789269	253.325754	236.0417567	305.8250066
23113055_23113446_Os05g0471116	126.990147	140.89013	157.8787606	152.6400423	223.3268755	240.1659745	216.9863023	280.5502127
23190641_23191091_Os05g0472200	148.6473814	121.9827965	112.0187397	166.0157161	173.1295503	178.4795085	164.737476	175.2385713
23194683_23194773_Os05g0472250	47.25214774	38.42458091	47.36362817	40.12702142	46.611802	57.57403499	47.94598182	45.49462909
23209448_23209667_Os05g0472500	54.14308595	46.96337667	39.84559196	55.07630392	130.6154891	139.0001702	133.3881802	119.6340246
23240465_23240672_Os05g0473101	1.968839489	7.928881775	6.766232596	8.654847758	9.732134483	9.86983457	12.90853357	11.79490384
23240489_23240669_Os05g0473000	2.953259233	9.758623723	8.26983984	10.22845644	10.75656969	9.86983457	16.59668602	12.63739697
2325866_2326419_Os05g0140300	245.1205164	237.2565393	212.760425	253.350998	151.6164109	176.834536	154.9024028	149.1212842
23280635_23280905_Os05g0473900	213.6190846	193.9526465	218.0230503	195.9142811	204.8870418	237.6985159	230.509528	209.7807897
23290199_23291871_Os05g0474500	286.4661456	306.1768193	330.04179	317.0821497	436.4093989	411.2431071	383.5678546	424.6165382
23299386_23300467_Os05g0474600	156.5227394	162.2371194	169.9076185	140.0511728	155.2019341	157.9173531	164.737476	167.6561331
23356168_23356466_Os05g0475400	41.34562927	47.57329065	49.61903904	40.12702142	60.95389492	57.57403499	76.83650933	55.60454666
23417938_23418088_Os05g0476100	52.17424646	38.42458091	46.61182455	42.48743445	30.73305626	23.029614	23.97299091	22.74731454
23418591_23419008_Os05g0476100	117.1459496	107.9547749	78.18757667	103.8581731	73.75933503	72.37878685	68.23082028	68.24194363
23434175_23434501_Os05g0476400	21.65723438	29.88578515	20.29869779	18.8833042	18.95205136	15.62723807	23.35829884	14.32238323
23483168_23485099_Os05g0477300	3056.623307	3113.610882	3115.474209	2983.562064	2461.717807	2624.553509	2697.883516	2610.043721
23579211_23579510_Os05g0479475	36.42353055	29.27587117	35.33477023	29.11176064	23.5620098	19.73966914	16.59668602	20.21983515
23598843_23599203_Os05g0480000	877.1179923	723.3579834	743.533782	788.3779503	494.8022058	502.5390769	521.8735714	438.9389214
23600624_23601282_Os05g0480000	1832.989564	1838.890658	1911.83661	1756.934095	1255.445348	1250.179046	1206.640543	1203.080191
23600960_23601285_Os05g0480200	1037.578411	1091.136115	1133.719862	1000.028318	736.5689151	745.9949963	741.9333341	722.0166135
23607739_23608098_Os05g0480400	94.50429547	98.19615121	97.73447084	118.8074556	87.07699275	101.9882906	74.37774103	95.20172383
23618192_23618310_Os05g0480500	10.82861719	4.269397879	2.255410865	3.147217367	5.122176044	7.402375928	7.376304896	3.369972525
23622730_23623150_Os05g0480600	158.4915789	161.0172914	189.4545127	145.5588032	155.2019341	145.5800599	151.8289424	157.5462155
23624485_23624845_Os05g0480600	139.7876037	113.4440008	111.266936	130.6095207	119.3467018	120.0829873	116.1768021	106.1541345
23662348_23664971_Os05g0481400	665.4677473	760.5627364	814.2033224	664.8496687	708.9091645	741.060079	736.4011054	829.8557343
23697054_23697385_Os05g0481800	31.50143182	34.76509701	38.34198471	28.3249563	37.39188512	34.544421	22.74360676	32.85723212
2381744_2381834_Os05g0141400	40.36120952	35.37501099	46.61182455	37.7666084	32.26970908	24.67458643	37.49621655	28.64476646
2382395_2382782_Os05g0141500	215.587924	254.9440448	238.3217481	218.731607	320.1360027	307.6098441	256.9412872	280.5502127
2386729_2387114_Os05g0141500	31.50143182	43.30389277	36.83837747	27.53815196	43.53849637	39.47933828	41.184369	32.85723212
23979520_23979669_Os05g0487300	28.54817259	29.27587117	44.35641369	47.2082605	39.44075554	41.12431071	40.56967693	38.75468404
23991017_23991404_Os05g0487600	152.5850604	160.4073774	160.8859751	151.0664336	141.3720588	145.5800599	127.2412595	144.9088186
24000296_24000445_Os05g0488100	12.79745668	18.90733346	15.78787606	18.09649986	19.97648657	16.44972428	23.97299091	19.37734202
24015479_24015835_Os05g0488600	154.5538999	127.4720224	134.5728483	132.9699337	62.49054774	54.28409014	58.39574709	58.13202606
24043184_24043904_Os05g0489100	155.5383196	181.1444529	192.4617272	162.8684987	123.4444427	143.9350875	149.9848662	153.3337499
24071250_24071459_Os05g0489900	9.844197445	11.58836567	11.27705433	11.80206512	13.31765771	7.402375928	8.605689045	11.79490384
24076111_24077341_Os05g0490000	625.1065377	570.8794878	566.1081272	619.2150169	540.9017902	477.8644904	475.1569737	539.195604
24077610_24077851_Os05g0490000	61.03402416	75.62933385	54.88166439	59.01032562	71.19824701	56.75154878	59.62513124	57.28953293
24079189_24079510_Os05g0490150	959.8092509	1058.20076	1017.942104	1080.282361	956.3102674	958.1964395	869.7892856	909.8925818
24127395_24127633_Os05g0490900	1023.796534	961.8343507	896.1499172	1014.977601	632.5887414	626.7344952	578.4252422	587.2177125
24240760_24241059_Os05g0493400	84.66009803	74.40950589	56.38527164	59.79712997	49.68510763	36.18939342	38.7256007	37.06969778
24274758_24275144_Os05g0494000	686.1405619	598.325617	619.4861844	697.895451	986.0188885	989.4509156	899.9091973	973.9220597
24274787_24274847_Os05g0494050	146.6785419	129.3017643	149.6089207	128.2491077	163.3974158	174.3670774	162.2787077	165.1286537
24301643_24302448_Os05g0494800	1077.93962	1021.605921	925.4702585	1061.399057	1181.686013	1106.243958	1075.096439	1177.805398
24323506_24323891_Os05g0495250	50.20540697	60.99139827	48.86723542	49.56867352	82.46703431	92.9409422	76.83650933	80.8793406
24360893_24361162_Os05g0495700	26.5793331	28.0560432	29.32034125	31.47217367	42.51406116	40.30182449	31.34929581	41.28216343
24376476_24376825_Os05g0496000	112.2238509	108.5646889	114.2741505	106.2185861	129.5910539	113.5030976	119.2502625	139.0113667
24378390_24379296_Os05g0496200	2721.920594	2601.283136	2613.269389	2694.80487	2393.592865	2042.23327	1898.169126	2320.226083
24378479_24379296_Os05g0496200	2720.936174	2601.283136	2613.269389	2694.80487	2393.080648	2042.23327	1897.554434	2320.226083
24381414_24381653_Os05g0496200	169.3201961	125.6422804	138.3318664	125.1018903	61.97833013	74.84624549	86.67158252	82.56432686
24464315_24464465_Os05g0497500	15.75071591	15.85776355	15.03607244	10.22845644	6.146611253	2.467458643	10.44976527	4.212465656
24476946_24477245_Os05g0497600	178.1799738	189.6832486	194.7171381	176.2441725	160.3241102	170.2546463	149.3701741	135.6413941
24533838_24534335_Os05g0498300	75.80032033	93.31683935	90.21643462	56.6499126	70.1738118	64.15392471	78.06589348	74.13939555
24539286_24539858_Os05g0498400	1779.830898	1893.173002	1899.055949	1748.279247	1838.8612	1855.528899	1894.480974	1964.693982
24628864_24629101_Os05g0500500	27.56375285	17.07759151	27.06493039	25.17773893	26.63531543	31.25447614	17.21137809	31.17224586
24666216_24666335_Os05g0501200	9.844197445	11.58836567	9.773447084	7.868043416	13.31765771	14.80475186	6.146920746	24.43230081
24682225_24682436_Os05g0501500	126.0057273	135.4009042	118.7849722	131.3963251	156.2263693	176.834536	159.8199394	158.3887087
24695271_24695451_Os05g0501600	3.937678978	6.099139827	5.262625353	6.294434733	4.60995844	8.224862142	7.99099697	8.424931313
24774805_24775013_Os05g0503100	43.31446876	31.7155271	35.33477023	37.7666084	27.14753303	27.96453128	28.27583543	21.90482141
25011062_25011331_Os05g0506200	456.7707614	407.4225404	445.0677441	424.8743445	533.2185262	480.3319491	397.0910802	453.2613046
25013732_25014881_Os05g0506300	2461.049361	2360.977027	2393.742732	2435.159437	2615.895306	2460.878753	2595.844631	2526.636901
25041530_25041830_Os05g0506900	22.64165412	20.73707541	18.04328692	22.81732591	14.85431053	14.80475186	19.67014639	21.06232828
25163068_25163398_Os05g0508400	48.23656748	42.69397879	32.32755574	33.83258669	44.05071398	58.39652121	48.5606739	46.33712222
25182057_25183943_Os05g0508750	474.4903168	476.9527344	482.6579252	537.3873653	574.7081521	595.4800191	516.3413427	570.3678499
25196484_25196737_Os05g0509050	53.1586662	60.38148428	45.86002093	47.2082605	42.51406116	35.36690721	39.95498485	43.80964283
25219323_25219971_Os05g0509300	132.8966655	134.1810762	124.7994012	134.5435424	142.9087116	149.692491	113.1033417	146.5938048
25224887_25225428_Os05g0509400	161.4448381	168.9461732	169.1558149	188.833042	180.8128144	197.3966914	185.6370065	185.3484889
25286156_25286665_Os05g0510400	265.793331	303.7371634	294.7070198	294.2648238	283.7685528	278.8228266	260.6294396	288.975144
25304285_25304673_Os05g0510800	105.3329127	81.72847368	79.69118391	81.04084719	71.71046462	74.02375928	76.22181726	69.08443676
25346063_25346243_Os05g0511500	16.73513566	18.29741948	15.78787606	27.53815196	21.00092178	18.09469671	30.73460373	17.69235576
25348895_25349309_Os05g0511700	162.4292578	170.7759151	144.3462954	164.4421074	119.3467018	122.5504459	122.3237229	127.2164628
25357252_25357461_Os05g0512000	17.7195554	15.24784957	9.773447084	22.03052157	17.41539855	9.86983457	17.21137809	11.79490384
25438389_25438597_Os05g0513100	65.95612288	57.94182835	42.10100282	70.02558641	48.14845481	48.52668664	46.1019056	59.81701232
2545047_2545195_Os05g0144150	155.5383196	136.6207321	127.0548121	143.1983902	128.0544011	132.4202805	119.8649546	104.4691483
25455123_25455480_Os05g0513300	157.5071591	172.6056571	179.6810656	187.2594333	218.2046995	216.3138743	191.7839273	189.5609545
25462658_25464305_Os05g0513500	296.3103431	275.6811202	312.7503067	289.5439977	300.1595162	319.1246511	331.9337203	314.249938
25476711_25477521_Os05g0513800	231.33864	229.3276575	227.7964974	196.7010854	204.8870418	226.1837089	221.9038389	221.5756935
2548659_2549138_Os05g0144300	481.3812551	462.3147989	522.5035172	501.98117	521.9497389	496.7816734	509.5797299	569.5253567
25504789_25505056_Os05g0514400	108.2861719	95.1465813	113.5223469	103.8581731	42.00184356	55.10657635	60.85451539	38.75468404
25509624_25510098_Os05g0514500	105.3329127	98.80606519	85.70561289	105.4317818	61.46611253	64.15392471	50.40475012	53.07706727
25579229_25579739_Os05g0515700	354.391108	403.1531425	368.3837747	310.0009106	355.9912351	392.3259242	382.3384704	446.5213596
25584874_25586575_Os05g0515900	24.61049361	16.46767753	21.80230503	20.45691288	47.63623721	41.94679692	45.48721352	32.01473899
25625108_25625519_Os05g0516800	374.0795029	348.8707981	312.7503067	395.7625838	244.3277973	226.1837089	223.1332231	228.3156386
25641626_25641896_Os05g0517200	131.9122458	128.6918503	124.0475976	125.1018903	129.0788363	123.3729321	140.149793	123.0039972
2564220_2564430_Os05g0144400	70.8782216	69.53019402	69.91773683	68.45197772	51.73397804	69.08884199	66.38674406	68.24194363
25665264_25665464_Os05g0517800	252.0114546	215.9095499	196.9725489	214.0107809	248.9377557	222.893764	238.500525	249.3779669
25678159_25678250_Os05g0518101	23.62607387	14.0280216	9.021643462	11.01526078	12.80544011	15.62723807	12.29384149	8.424931313
25682250_25682489_Os05g0518200	24.61049361	23.78664532	27.81673401	18.8833042	18.43983376	16.44972428	24.58768299	25.27479394
256838_256988_Os05g0104700	10.82861719	4.879311861	9.021643462	6.294434733	8.707699275	7.402375928	6.146920746	10.10991758
25719256_25719691_Os05g0518600	123.0524681	109.7845169	106.0043107	94.416521	122.9322251	119.2605011	109.4151893	77.50936808
25721516_25721877_Os05g0518600	96.47313496	85.38795757	77.43577305	78.68043416	79.39372868	97.05337327	93.43319535	92.67424444
25802046_25802107_Os05g0519600	59.06518467	71.35993597	81.19479116	77.10682548	48.66067242	45.23674178	55.32228672	35.38471151
25810648_25810946_Os05g0519800	219.525603	235.4267973	241.3289626	182.5386073	169.0318095	199.86415	178.8753937	187.0334751
25854287_25854497_Os05g0520600	125.0213075	100.6358071	111.266936	117.2338469	89.63808077	92.9409422	106.956421	107.8391208
2589671_2589880_Os05g0144800	19.68839489	23.78664532	21.05050141	30.68536932	31.75749147	32.89944857	23.35829884	29.48725959
25922631_25923114_Os05g0521300	50.20540697	42.0840648	37.59018109	46.42145616	46.611802	41.12431071	39.34029278	41.28216343
25927989_25928470_Os05g0521300	46.26772799	55.50217242	54.12986077	60.58393431	57.36837169	55.92906256	57.16636294	69.08443676
25938743_25938894_Os05g0521400	14.76629617	7.928881775	13.53246519	11.80206512	13.31765771	16.44972428	12.90853357	10.95241071
25951932_25952201_Os05g0521600	51.18982671	65.26079615	71.42134407	59.01032562	38.41632033	40.30182449	36.2668324	28.64476646
25951943_25952064_Os05g0521650	59.06518467	75.62933385	74.42855856	65.30476036	44.56293158	42.76928314	33.80806411	37.91219091
25955359_25955660_Os05g0521700	17.7195554	10.36853771	22.55410865	14.16247815	13.82987532	17.2722105	17.82607016	24.43230081
2598548_2598934_Os05g0145000	191.9618502	203.1013562	205.9941924	195.9142811	215.1313938	228.6511675	232.3536042	242.6380218
26017331_26017660_Os05g0522500	301.2324418	287.2694858	236.0663373	287.970389	273.0119831	302.6749268	295.6668879	251.9054462
26022334_26022514_Os05g0522600	78.75357956	70.14010801	46.61182455	70.81239075	103.9801737	104.4557492	98.96542402	130.5864353
26098949_26099159_Os05g0524200	48.23656748	50.62286056	50.37084266	44.06104313	46.611802	54.28409014	57.78105502	49.70709474
26176446_26177039_Os05g0526200	1102.550114	1098.455083	996.1397989	1055.891426	903.0396365	817.5512969	880.2390509	895.5701985
26180147_26180586_Os05g0526400	172.2734553	202.4914422	194.7171381	154.213651	163.3974158	154.6274083	174.5725492	187.8759683
26182164_26182311_Os05g0526400	71.86264135	64.04096818	61.64789699	60.58393431	59.41724211	57.57403499	51.63413427	47.17961535
26194240_26194718_Os05g0526800	60.04960441	70.14010801	60.89609337	63.73115167	84.00368712	63.33143849	73.76304896	80.8793406
2625814_2626247_Os05g0145700	18.70397515	20.73707541	23.30591228	18.09649986	38.92853793	35.36690721	30.73460373	37.06969778
26305486_26305695_Os05g0529600	16.73513566	6.709053809	9.021643462	11.01526078	8.707699275	9.86983457	12.29384149	11.79490384
26311278_26311951_Os05g0529700	54.14308595	39.03449489	53.37805715	59.79712997	201.3015185	180.1244809	176.4166254	213.1507622
2632334_2632814_Os05g0145900	143.7252827	111.6142588	138.3318664	133.7567381	150.5919757	159.5623255	149.3701741	153.3337499
26334218_26334525_Os05g0530350	866.2893751	841.6812961	929.2292766	829.2917761	694.5670716	773.9595275	658.3352119	813.8483648
26435096_26435455_Os05g0532800	63.98728339	60.99139827	66.91052234	63.73115167	43.53849637	47.70420042	60.23982331	44.65213596
26465092_26467196_Os05g0533100	7098.650778	6993.883639	7360.157458	7048.193292	5718.397335	5773.853223	5767.041044	5878.91707
26493533_26493983_Os05g0533600	496.1475512	487.9311861	486.4169433	492.5395179	405.6763427	384.101062	392.1735436	491.1734955
26504891_26505187_Os05g0534000	61.03402416	54.89225844	42.85280644	44.84784747	58.90502451	48.52668664	57.78105502	53.07706727
26537636_26537873_Os05g0534400	11.81303693	9.14870974	9.773447084	6.294434733	9.219916879	9.86983457	15.98199394	7.582438181
26538538_26538808_Os05g0534500	48.23656748	65.87071013	47.36362817	59.79712997	31.24527387	29.60950371	32.57867996	34.54221838
26551448_26551868_Os05g0534600	200.8216279	206.7608401	178.1774584	182.5386073	163.3974158	197.3966914	175.1872413	173.553585
26566199_26566558_Os05g0534900	50.20540697	56.72200039	54.12986077	31.47217367	42.00184356	54.28409014	52.86351842	64.87197111
26582708_26583006_Os05g0535300	11.81303693	6.099139827	18.04328692	14.94928249	10.75656969	16.44972428	12.29384149	13.4798901
26627165_26627432_Os05g0536101	12.79745668	20.73707541	21.80230503	14.16247815	32.26970908	19.73966914	17.21137809	19.37734202
26628170_26628474_Os05g0536200	423.3004901	426.3298739	464.6146383	463.4277572	362.6500639	370.1187964	339.9247173	357.2170877
2678299_2678630_Os05g0146900	92.53545598	67.09053809	66.91052234	66.0915647	58.3928069	68.26635578	70.07489651	73.29690242
26804793_26805058_Os05g0539500	121.0836286	130.5215923	104.5007034	117.2338469	136.7621004	125.0179046	135.2322564	140.6963529
26811910_26812469_Os05g0539700	759.9720427	704.45065	746.5409965	790.7383634	728.8856511	715.5630063	667.5555931	654.617163
26820789_26820998_Os05g0539900	113.2082706	96.36640926	90.96823824	92.05610797	140.8598412	128.3078494	149.3701741	115.421559
26896349_26896830_Os05g0541700	426.2537494	433.6488417	415.7474029	407.564649	323.2093084	352.8465859	342.9981776	374.9094434
26913322_26913832_Os05g0542150	233.3074794	226.2780876	278.9191437	278.5287369	307.3305626	311.7222752	314.7223422	318.4624036
26915090_26915790_Os05g0542200	118.1303693	90.87718342	88.71282737	98.35054271	160.8363278	141.4676288	170.8843967	138.1688735
26917147_26917298_Os05g0542200	40.36120952	48.79311861	43.60461007	47.99506484	55.31950127	59.21900742	80.52466178	60.65950545
26935262_26935797_Os05g0542600	466.6149589	522.6962831	524.758928	504.341583	446.1415334	495.9591871	489.2948914	476.8511123
26960976_26961422_Os05g0543200	672.3586855	733.7265212	746.5409965	704.9766901	683.8105019	704.8706855	713.0428066	702.6392715
26992999_26993267_Os05g0543700	224.4477017	200.0517863	238.3217481	237.6149112	263.2798487	254.1482402	207.1512292	244.3230081
26998253_26998906_Os05g0543800	51.18982671	44.52372073	45.10821731	44.06104313	38.41632033	64.15392471	51.0194422	49.70709474
26999053_26999172_Os05g0543800	37.40795029	31.10561312	21.80230503	30.68536932	35.3430147	43.59176935	31.96398788	23.58980768
27037684_27038712_Os05g0544900	48.23656748	54.89225844	34.5829666	39.34021708	29.70862105	46.05922799	49.17536597	37.06969778
2703847_2703996_Os05g0147100	104.3484929	80.50864571	104.5007034	101.4977601	78.36929347	82.24862142	80.52466178	74.13939555
2716287_2716793_Os05g0147200	249.0581954	231.1573994	242.8325698	217.9448026	200.7893009	237.6985159	208.3806133	213.1507622
27209775_27210015_Os05g0548300	3.937678978	3.659483896	8.26983984	7.868043416	5.634393648	11.514807	5.532228672	5.054958788
27210565_27210864_Os05g0548400	54.14308595	55.50217242	48.86723542	40.12702142	48.66067242	38.65685207	50.40475012	52.23457414
27220199_27220348_Os05g0548600	32.48585157	22.56681736	23.30591228	30.68536932	24.07422741	27.96453128	26.43175921	27.80227333
27243333_27243423_Os05g0549000	110.2550114	96.36640926	87.20922013	95.20332534	117.2978314	104.4557492	123.553107	109.5241071
27245212_27245807_Os05g0549100	768.8318204	759.9528224	755.5626399	755.332168	1122.268771	1131.741031	1078.169899	1200.552712
27245482_27245836_Os05g0549166	740.2836479	733.1166072	751.0518182	749.8245376	1078.730275	1091.439206	1049.894063	1134.838248
27290557_27290826_Os05g0549700	86.62893751	81.72847368	73.67675494	98.35054271	122.4200075	107.7456941	93.43319535	79.19435434
27311903_27312376_Os05g0549850	56.11192544	67.09053809	51.87444991	68.45197772	66.07607097	69.9113282	62.69859161	52.23457414
27347081_27353777_Os05g0550650	32.48585157	41.47415082	38.34198471	39.34021708	88.10142796	96.23088706	92.2038112	104.4691483
2736699_2736996_Os05g0147600	45.28330825	32.32544108	27.06493039	40.12702142	39.44075554	38.65685207	38.7256007	31.17224586
27367057_27367472_Os05g0550800	39.37678978	16.46767753	24.80951952	21.24371722	60.44167732	67.44386956	76.83650933	51.39208101
27418968_27419058_Os05g0551600	11.81303693	12.80819364	11.27705433	9.4416521	15.87874574	13.98226564	13.52322564	10.95241071
27445585_27445944_Os05g0551801	440.0356258	469.6337667	466.1182455	466.5749746	468.679108	439.2076384	428.440376	398.4992511
27445601_27445901_Os05g0551900	469.5682181	503.7889497	494.6867832	505.9151917	483.5334185	467.9946559	446.2664462	415.3491137
27449466_27450067_Os05g0552100	166.3669368	154.9181516	172.1630294	162.0816944	181.8372496	189.9943155	169.6550126	173.553585
27532742_27533764_Os05g0553700	2713.060816	2889.77245	3011.725309	2810.465108	2759.316235	2685.417489	2700.342284	2845.099304
27537034_27537659_Os05g0553800	208.6969858	191.5129906	218.7748539	170.7365421	143.4209292	137.3551978	166.5815522	126.3739697
27542125_27542394_Os05g0554000	42.33004901	42.0840648	45.86002093	36.19299972	39.44075554	40.30182449	32.57867996	36.22720464
27546981_27547422_Os05g0554100	97.4575547	98.19615121	103.7488998	101.4977601	103.9801737	88.82851113	94.66257949	91.83175131
27557851_27558062_Os05g0554450	97.4575547	79.89873173	82.6983984	87.33528192	115.7611786	116.7930424	119.2502625	125.5314766
27557862_27558220_Os05g0554400	106.3173324	90.26726943	84.95380927	103.0713688	119.3467018	126.662877	136.4616406	137.3263804
27638152_27638538_Os05g0555700	302.2168616	278.7306901	296.210627	287.970389	374.4310688	354.4915583	362.668324	325.2023487
2767447_2767627_Os05g0148500	4.922098722	7.318967792	4.510821731	3.934021708	6.658828857	15.62723807	7.376304896	6.73994505
27678561_27679855_Os05g0556600	505.9917487	509.2781755	488.6723542	511.4228221	478.4112425	456.4798489	454.8721352	462.5287291
27697001_27697298_Os05g0556900	1061.204485	1042.95291	1075.079179	1109.394122	907.649595	1057.717271	1068.949518	989.9294292
27723520_27723699_Os05g0557400	4.922098722	5.489225844	2.255410865	3.147217367	6.146611253	7.402375928	7.99099697	8.424931313
27756095_27756745_Os05g0557800	288.4349851	315.935443	339.8152371	276.1683239	270.9631127	315.8347062	314.7223422	291.5026234
27759550_27759848_Os05g0557900	49.22098722	37.81466693	46.61182455	54.28949957	63.51498294	82.24862142	62.69859161	73.29690242
27765126_27765996_Os05g0558000	887.9466095	910.6015761	880.3620411	830.0785804	919.4305999	888.2851113	858.7248283	802.053461
27839766_27840299_Os05g0559350	188.0241712	167.7263452	125.5512048	166.0157161	114.2245258	96.23088706	113.1033417	98.57169636
27846192_27847309_Os05g0559400	728.4706109	710.5497898	780.3721594	724.6467987	714.0313405	706.515658	716.730959	769.1962288
27873253_27874601_Os05g0559900	360.2976265	358.0195078	302.9768596	371.3716493	358.0401055	344.6217237	293.2081196	313.4074448
27875992_27876262_Os05g0559900	278.5907877	234.2069693	251.8542133	258.8586284	282.7441176	290.3376336	269.2351287	245.1655012
27886610_27886969_Os05g0560300	139.7876037	145.7694419	139.8354737	127.4623033	163.9096334	206.4440398	193.0133114	175.2385713
2797312_2797488_Os05g0148900	6.890938211	5.489225844	8.26983984	3.147217367	4.097740835	9.86983457	8.605689045	7.582438181
2797314_2797401_Os05g0148950	3.937678978	1.829741948	6.766232596	3.147217367	2.561088022	6.579889713	6.146920746	5.054958788
27974336_27974629_Os05g0562350	36.42353055	32.32544108	39.09378833	31.47217367	55.31950127	46.88171421	46.71659767	50.54958788
27975676_27976454_Os05g0562400	1582.946949	1529.054355	1522.402334	1457.948445	1559.702605	1546.274083	1440.838223	1563.667252
28040220_28040712_Os05g0563500	50.20540697	46.35346268	71.42134407	47.99506484	48.14845481	60.04149363	52.24882634	53.9195604
28114064_28114907_Os05g0564800	759.9720427	710.5497898	751.0518182	759.2661897	870.2577099	871.0129008	864.2570569	962.969649
28127483_28128053_Os05g0565200	659.5612288	705.6704779	764.5842834	672.7177121	675.1028026	699.9357683	743.1627182	706.009244
28154960_28156636_Os05g0565900	37.40795029	39.03449489	28.56853763	40.91382577	43.02627877	62.50895228	44.87252145	47.17961535
2817607_2817935_Os05g0149251	110.2550114	87.21769952	121.0403831	100.7109557	102.4435209	107.7456941	108.8004972	102.784162
28210465_28210734_Os05g0566700	32.48585157	41.47415082	38.34198471	35.40619537	45.07514919	41.12431071	46.71659767	32.85723212
28227304_28227843_Os05g0566900	639.8728339	667.245897	774.3577305	682.1593642	647.443052	603.7048812	600.5541569	633.5548347
28244443_28244593_Os05g0567300	195.8995292	158.5776355	179.6810656	176.2441725	103.4679561	96.23088706	113.7180338	110.3666002
2825383_2825987_Os05g0149400	920.4324611	822.7739626	819.4659478	819.850124	1394.768537	1452.510654	1464.811214	1187.072822
28262192_28262402_Os05g0567650	50.20540697	53.67243047	47.36362817	47.99506484	48.14845481	60.86397985	47.94598182	64.02947798
28262195_28262464_Os05g0567700	36.42353055	43.30389277	27.81673401	34.61939103	31.75749147	47.70420042	33.80806411	40.4396703
28281145_28281235_Os05g0568000	45.28330825	50.01294658	57.88887888	59.01032562	84.51590473	82.24862142	86.67158252	72.45440929
2832585_2832993_Os05g0149500	58.08076492	67.09053809	70.66954045	63.73115167	35.85523231	38.65685207	32.57867996	25.27479394
2833375_2833764_Os05g0149500	90.56661649	85.99787156	88.71282737	73.95960811	41.48962596	45.23674178	56.55167087	42.12465656
28357015_28357796_Os05g0569800	35.4391108	38.42458091	26.31312676	35.40619537	35.85523231	39.47933828	40.56967693	37.91219091
28445223_28445611_Os05g0571000	349.4690093	358.0195078	370.6391856	353.2751494	362.6500639	351.2016135	350.9891746	369.8544846
28451827_28451917_Os05g0571000	71.86264135	55.50217242	61.64789699	58.22352128	51.22176044	54.28409014	51.63413427	45.49462909
28465445_28465625_Os05g0571100	189.9930107	200.0517863	214.2640322	199.0614984	226.9123987	180.9469671	151.2142504	162.6011743
28465724_28465931_Os05g0571100	67.92496237	66.48062411	69.91773683	86.54847758	74.27155264	60.86397985	68.84551236	69.08443676
28489735_28490211_Os05g0571700	360.2976265	358.0195078	399.9595268	353.2751494	332.4292253	354.4915583	379.2650101	378.2794159
28500392_28500571_Os05g0572000	28.54817259	29.27587117	25.56132314	18.09649986	51.22176044	52.63911771	63.92797576	51.39208101
2851076_2851396_Os05g0149850	1583.931369	1698.610442	1850.188713	1561.019814	1586.337921	1658.132208	1689.788513	1736.378344
28550855_28551076_Os05g0573250	34.45469106	29.27587117	32.32755574	27.53815196	25.61088022	27.96453128	20.89953054	15.16487636
28551322_28551739_Os05g0573300	66.94054263	74.40950589	93.97545273	70.02558641	128.5666187	121.7279597	132.158796	128.9014491
2859885_2860214_Os05g0149900	16.73513566	14.63793558	9.021643462	9.4416521	14.85431053	18.91718293	20.89953054	24.43230081
28629233_28629804_Os05g0574700	35.4391108	37.20475294	42.10100282	36.97980406	64.53941815	75.6687317	69.46020443	85.09180626
28655238_28655479_Os05g0575300	586.7141677	608.0842407	599.1874866	605.0525387	462.5324968	440.0301246	408.1555376	385.019361
28666327_28666596_Os05g0575400	60.04960441	56.11208641	49.61903904	47.2082605	58.90502451	60.86397985	57.16636294	58.97451919
28667471_28667651_Os05g0575500	33.47027131	40.86423684	39.84559196	35.40619537	33.80636189	32.07696235	36.2668324	32.01473899
286940_287174_Os05g0105100	121.0836286	131.7414203	124.0475976	157.3608683	122.4200075	105.2782354	137.6910247	127.2164628
286961_287051_Os05g0105150	102.3796534	113.4440008	118.0331686	132.9699337	102.4435209	102.8107768	117.4061863	108.6816139
28705472_28705890_Os05g0576500	22.64165412	29.88578515	36.83837747	22.03052157	31.75749147	27.14204507	28.27583543	32.01473899
2874324_2876685_Os05g0150300	1092.705916	1119.192158	1076.582786	1114.114948	1260.567524	1130.096058	1153.162332	1112.933426
28802306_28802483_Os05g0578600	27.56375285	21.34698939	28.56853763	22.03052157	15.36652813	8.224862142	16.59668602	12.63739697
28826671_28826821_Os05g0579100	49.22098722	47.57329065	44.35641369	44.84784747	56.85615409	49.34917285	55.32228672	49.70709474
