	CK_Input_1	CK_Input_2	CK_Input_3	CK_Input_4	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_Input_1	RSV_Input_2	RSV_Input_3	RSV_Input_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
3656710_3657055_Os06g0172600	3672.061686	3823.639033	3828.242458	3682.210149	1841.849342	1879.144981	1899.055949	1769.522964	3360.24421	3126.13848	3008.316813	3275.629631	1421.91607	1558.611376	1665.20083	1557.7698
3688316_3688555_Os06g0173000	11.48236925	2.727274631	6.346906535	9.783354763	10.82861719	9.758623723	15.78787606	14.16247815	11.29968629	4.343870051	3.340718282	3.272357273	11.7810049	11.514807	14.75260979	7.582438181
3693248_3694342_Os06g0173100	261.7980189	289.0911109	272.916981	260.4818206	465.6305391	518.4268853	519.4963027	480.7374527	251.4180199	295.3831634	235.5206389	281.4227255	502.4854699	495.1367009	494.8271201	545.9355491
3762972_3763422_Os06g0174350	25.26121235	19.09092242	16.92508409	19.56670953	32.48585157	22.56681736	28.56853763	33.83258669	35.31151965	27.51117699	20.04430969	26.17885819	31.24527387	24.67458643	34.42275618	32.01473899
382131_382665_Os06g0105500	79.22834783	72.27277772	95.20359802	62.36888662	185.070912	182.9741948	168.4040113	154.213651	76.27288245	66.60600744	96.88083019	81.80893183	161.860763	185.0593982	180.1047779	204.7258309
3828131_3830152_Os06g0175900	320.3581021	207.272872	193.5806493	250.6984658	215.587924	209.81041	251.1024097	182.5386073	196.3320493	204.1618924	177.058069	75.26421729	168.0073742	199.86415	199.7749243	194.6159133
3844472_3844710_Os06g0176200	114.8236925	30.00002094	35.9658037	52.58553185	48.23656748	42.69397879	128.5584193	34.61939103	38.13644122	27.51117699	88.52903448	21.27032228	39.95297314	37.01187964	42.41375315	42.96714969
387185_387665_Os06g0105550	189.4590926	235.9092556	197.8119203	217.6796435	254.9647138	283.000088	300.7214487	283.249563	234.4684905	260.632203	315.6978777	338.6889778	375.9677216	358.6039894	365.1270923	381.6493885
3924757_3925026_Os06g0179000	427.1441361	426.8184798	400.9129294	370.5445617	162.4292578	170.7759151	169.9076185	163.6553031	214.6940395	241.8087662	198.7727378	176.7072928	115.7611786	114.3255838	108.8004972	160.0736949
3966106_3966551_Os06g0180000	84.96953245	103.636436	80.39414944	92.94187025	117.1459496	145.7694419	157.8787606	131.3963251	124.2965492	81.08557428	83.51795706	76.90039592	110.6390025	122.5504459	97.12134779	129.7439422
3995366_3995918_Os06g0180666	617.7514657	597.2731442	609.3030273	644.478495	518.7892053	414.7415082	422.5136355	462.6409529	466.1120594	440.1788318	649.7697059	628.2925965	367.77224	366.8288515	376.8062418	342.8947044
4008345_4008464_Os06g0181100	25.26121235	12.27273584	20.09853736	15.89795149	22.64165412	19.51724745	16.53967968	17.30969552	35.31151965	31.85504704	30.06646454	16.36178637	24.58644501	16.44972428	23.35829884	16.00736949
4019050_4019316_Os06g0181300	19.52002773	13.63637316	12.69381307	14.67503214	43.31446876	29.27587117	31.57575212	24.39093459	19.774451	11.58365347	15.03323227	13.08942909	28.68418585	28.7870175	31.96398788	33.69972525
4091645_4091960_Os06g0182450	244.574465	216.8183332	220.0260932	195.6670953	302.2168616	279.3406041	293.2034125	262.7926501	201.9818924	272.2158565	288.9721314	245.4267955	342.1613597	321.5921097	303.6578849	326.8873349
412616_413035_Os06g0106000	195.2002773	151.363742	142.805397	154.0878375	231.33864	239.6961952	216.5194431	225.0260417	163.8454512	165.0670619	158.6841184	193.0690791	247.4011029	231.1186262	246.4915219	264.5428432
4162875_4163443_Os06g0183700	96.4519017	114.5455345	108.9552288	114.9544185	212.6346648	238.4763672	244.3361771	278.5287369	142.6585394	167.9629753	130.288013	119.4410405	293.5006873	289.5151474	271.0792049	310.8799654
4227644_4228004_Os06g0184400	27.5576862	31.36365826	30.67671492	36.68758036	34.45469106	48.18320463	50.37084266	50.35547787	55.08597066	37.64687377	41.75897853	24.54267955	54.80728367	66.62138335	50.40475012	60.65950545
4315812_4315992_Os06g0185800	4.5929477	10.90909852	12.69381307	11.00627411	7.875357956	8.538795757	10.52525071	7.868043416	5.649843144	8.687740101	11.69251399	11.45325046	8.19548167	11.514807	11.67914942	10.95241071
4316278_4316576_Os06g0185700	17.22355388	9.545461209	22.21417287	14.67503214	21.65723438	22.56681736	21.80230503	23.60413025	18.36199022	14.47956684	20.04430969	27.81503682	28.17196824	23.029614	21.51422261	22.74731454
4375635_4376234_Os06g0186600	572.9702256	609.54588	590.2623077	638.3638983	404.596515	329.9634646	336.056219	354.8487581	638.4322753	590.7663269	559.5703123	584.1157733	369.3088928	352.8465859	326.4014916	365.642019
4379812_4380141_Os06g0186700	91.858954	81.81823893	82.50978495	89.27311222	83.67567828	98.80606519	110.5151324	110.9394122	80.51026481	97.0130978	106.902985	96.53453956	120.8833546	105.2782354	94.04788742	90.14676504
4431673_4432280_Os06g0187900	219.3132527	253.6365407	239.0668128	249.4755465	201.8060476	219.5690338	218.0230503	240.7621285	245.7681768	191.1302822	238.8613572	193.0690791	194.1304721	208.0890122	207.7659212	198.828379
4472411_4472858_Os06g0188600	51.67066163	35.4545702	34.90798594	45.24801578	54.14308595	60.99139827	62.39970061	51.14228221	46.61120594	49.23052724	30.06646454	27.81503682	50.70954284	37.01187964	46.71659767	57.28953293
453459_453669_Os06g0107000	3.444710775	0	1.057817756	2.445838691	5.906518467	6.099139827	7.518036218	2.360413025	2.824921572	0	0	1.636178637	9.732134483	3.289944857	6.146920746	5.897451919
4597735_4597915_Os06g0190800	58.56008318	53.18185531	66.64251861	58.70012858	39.37678978	42.0840648	32.32755574	33.04578235	77.68534323	75.29374754	80.17723877	98.1707182	42.00184356	50.17165906	55.32228672	53.07706727
4640853_4641064_Os06g0192000	6.88942155	4.090911947	14.80944858	9.783354763	13.78187642	12.19827965	15.03607244	16.52289117	14.12460786	7.239783418	13.36287313	11.45325046	12.80544011	19.73966914	17.21137809	15.16487636
4764152_4764420_Os06g0194400	14.92708003	10.90909852	7.404724291	11.00627411	39.37678978	29.27587117	29.32034125	44.84784747	7.06230393	15.92752352	6.681436564	14.72560773	27.14753303	13.98226564	26.43175921	23.58980768
479007_479156_Os06g0107600	11.48236925	10.90909852	10.57817756	11.00627411	5.906518467	4.879311861	5.262625353	15.73608683	8.474764716	10.13569678	3.340718282	11.45325046	6.146611253	4.112431071	7.376304896	13.4798901
4869877_4870144_Os06g0195800	3.444710775	4.090911947	10.57817756	2.445838691	3.937678978	3.659483896	6.766232596	7.081239075	19.774451	13.03161015	6.681436564	6.544714547	13.31765771	12.33729321	15.98199394	12.63739697
4871922_4872191_Os06g0195900	672.8668381	563.1822113	547.9495975	573.549173	302.2168616	297.0281096	255.6132314	287.970389	620.0702851	632.7570707	721.595149	688.831206	356.5034527	303.497413	305.5019611	336.1547594
4929910_4930180_Os06g0196700	90.71071708	85.90915088	77.22069617	95.38770894	63.00286365	53.67243047	51.12264628	38.55341274	93.22241188	107.1487946	118.595499	104.7154327	53.27063086	54.28409014	68.84551236	52.23457414
4938231_4938469_Os06g0196900	150.4190372	113.1818972	132.2272195	135.7440473	109.2705916	103.6853771	99.23807808	132.9699337	77.68534323	110.0447079	35.07754196	21.27032228	68.12494138	67.44386956	70.07489651	84.24931313
5005576_5005905_Os06g0198600	71.19068935	87.27278819	84.62542046	62.36888662	102.3796534	125.6422804	129.310223	111.7262165	121.4716276	97.0130978	116.9251399	104.7154327	122.9322251	155.4498945	148.7554821	141.5388461
5024541_5024674_Os06g0199050	29.85416005	25.909109	25.38762614	30.57298364	30.51701208	40.86423684	37.59018109	40.91382577	16.94952943	17.3754802	30.06646454	24.54267955	32.26970908	30.43198992	25.20237506	41.28216343
5186446_5186714_Os06g0202800	10.33413233	13.63637316	12.69381307	13.4521128	31.50143182	29.27587117	36.83837747	33.04578235	19.774451	23.16730694	30.06646454	22.90650091	32.26970908	35.36690721	35.65214033	35.38471151
5196776_5197313_Os06g0202900	358.2499206	355.9093394	380.8143921	376.6591584	449.8798232	425.7199599	399.9595268	441.3972357	511.3108046	515.4725793	616.3625231	579.2072374	415.4084772	486.0893526	471.4688212	454.9462909
5197431_5198774_Os06g0202900	498.3348255	455.4548634	491.8852564	497.7281736	303.2012813	242.7457651	232.3073191	248.630172	610.1830596	760.1772589	830.1684931	953.8921452	371.3577632	349.556641	328.2455679	310.8799654
5197446_5197709_Os06g0203000	233.0920958	231.8183436	247.5293549	254.3672238	252.0114546	197.0022164	195.4689417	204.5691288	293.7918435	347.5096041	385.8529616	392.6828728	307.8427802	275.5328817	253.2531348	247.6929806
5199025_5199383_Os06g0202900	373.1770006	334.0911423	380.8143921	352.2007715	179.1643935	185.4138507	210.5050141	213.2239766	433.6254613	518.3684927	569.5924671	652.835276	321.6726556	331.4619443	319.0251867	275.4952539
5208773_5209131_Os06g0203200	63.15303088	36.81820752	45.4861635	50.13969316	46.26772799	51.84268853	46.61182455	51.14228221	35.31151965	36.19891709	38.41826025	26.17885819	36.87966752	32.89944857	39.34029278	41.28216343
5222950_5223275_Os06g0203500	55.1153724	39.54548215	62.41124759	44.02509643	63.00286365	54.89225844	36.08657385	54.28949957	93.22241188	68.05396413	58.46256994	98.1707182	72.22268222	80.60364899	73.14835688	49.70709474
5224594_5225252_Os06g0203550	25.26121235	28.63638363	27.50326165	25.68130625	56.11192544	65.87071013	60.14428975	67.66517338	29.66167651	46.33461387	45.09969681	55.63007365	80.93038149	77.31370413	80.52466178	96.04421696
5224624_5225252_Os06g0203550	25.26121235	28.63638363	27.50326165	24.45838691	56.11192544	65.87071013	60.14428975	66.0915647	29.66167651	46.33461387	45.09969681	53.99389501	80.93038149	77.31370413	80.52466178	96.04421696
5224636_5225198_Os06g0203500	21.81650158	27.27274631	24.32980838	18.34379018	55.12750569	62.82114021	54.12986077	59.79712997	22.59937258	30.40709035	35.07754196	40.90446592	75.29598785	74.02375928	76.83650933	91.83175131
5231253_5231610_Os06g0203600	34.44710775	43.6363941	48.65961677	50.13969316	66.94054263	64.04096818	64.65511148	63.73115167	115.8217845	123.0763181	108.5733442	103.0792541	141.8842764	135.7102253	133.3881802	155.8612293
5244238_5244657_Os06g0203800	204.3861727	181.363763	205.2166446	195.6670953	180.1488132	193.3427325	196.2207453	214.0107809	156.7831473	172.3068453	100.2215485	139.0751841	139.835406	198.2191776	175.8019333	165.9711469
524670_528454_Os06g0108900	1147.088688	1164.546267	1323.330012	1125.085798	1701.077318	1724.226829	1899.055949	1760.081312	651.1444224	690.6753381	855.2238803	788.6381029	1125.854294	1061.829702	1044.976527	1062.383839
5310197_5310840_Os06g0205000	95.30366478	87.27278819	78.27851393	73.37516072	179.1643935	186.0237647	218.7748539	179.3913899	105.934559	85.42944433	90.19939362	109.6239687	216.6680467	190.8168017	215.7569182	221.5756935
5315162_5316261_Os06g0205100	101.0448494	103.636436	123.7646774	92.94187025	54.14308595	48.18320463	46.61182455	51.14228221	72.03550009	79.6376176	81.84759792	107.98779	35.3430147	37.83436585	37.49621655	26.9597802
5317477_5317746_Os06g0205250	50.5224247	38.18184483	44.42834574	41.57925774	48.23656748	40.25432286	56.38527164	34.61939103	49.43612751	40.54278714	51.78113337	42.54064455	52.75841325	47.70420042	52.24882634	53.9195604
5345527_5345766_Os06g0205600	50.5224247	36.81820752	38.08143921	44.02509643	68.90938211	78.06898978	68.41412959	73.95960811	49.43612751	46.33461387	35.07754196	32.72357273	85.54033993	82.24862142	67.00143614	92.67424444
5347368_5347607_Os06g0205600	79.22834783	98.18188672	61.35342984	79.48975745	66.94054263	49.4030326	54.12986077	54.28949957	91.80995109	59.36622403	81.84759792	94.89836092	47.1240196	46.88171421	50.40475012	47.17961535
5348529_5348768_Os06g0205600	51.67066163	43.6363941	45.4861635	44.02509643	39.37678978	24.39655931	41.3491992	37.7666084	40.9613628	59.36622403	71.82544307	55.63007365	29.70862105	33.72193478	30.73460373	41.28216343
535655_535745_Os06g0109100	172.2355388	189.5455869	144.9210325	144.3044828	85.64451777	93.31683935	93.22364911	75.5332168	105.934559	127.4201882	165.365555	171.7987568	68.63715899	53.46160392	67.00143614	62.34449171
5359771_5361514_Os06g0206100	638.4197303	612.2731547	605.0717563	595.5617212	316.9831577	292.7587117	317.2611284	339.1126712	620.0702851	629.8611573	768.3652049	896.6258929	311.9405211	328.1719995	317.1811105	294.8725959
5375928_5376134_Os06g0206401	18.3717908	15.00001047	17.98290185	8.560435418	23.62607387	23.17673134	23.30591228	17.30969552	9.887225502	14.47956684	16.70359141	6.544714547	18.95205136	14.80475186	11.06445734	21.90482141
5426656_5427251_Os06g0207000	332.9887083	351.8184274	334.2704108	309.3985944	481.3812551	498.2997238	441.308726	461.0673442	408.2011672	461.8981821	385.8529616	431.9511601	661.7851449	630.0244401	666.3262089	727.9140654
5452015_5452825_Os06g0207500	105.6377971	91.36370014	107.8974111	101.5023057	80.72241905	84.16812961	84.95380927	99.13734705	80.51026481	55.02235397	71.82544307	58.90243092	83.49146952	80.60364899	82.368738	70.76942303
5498632_5502887_Os06g0207916	1026.523811	972.273406	1055.70212	1077.391943	432.1602678	433.6488417	430.7834753	423.3007358	960.4733345	849.9505732	1324.594799	1164.959189	407.7252131	361.071448	396.4763881	373.2244571
551026_551415_Os06g0109400	164.1978803	147.2728301	162.9039344	147.9732408	107.3017521	110.3944309	82.6983984	108.5789991	135.5962355	140.4517983	182.0691464	160.3455064	100.9068681	83.07110763	77.4512014	68.24194363
5562625_5563068_Os06g0208800	145.8260895	124.0909957	135.4006727	167.5399503	173.257875	217.1293778	212.760425	191.9802594	138.421157	166.5150186	157.0137593	127.6219337	198.2282129	233.5860848	211.4540737	187.8759683
5604448_5604893_Os06g0209700	16.07531695	12.27273584	10.57817756	9.783354763	22.64165412	20.73707541	18.04328692	22.03052157	9.887225502	8.687740101	8.351795706	11.45325046	22.53757459	25.49707264	23.35829884	26.9597802
5620752_5621697_Os06g0210100	398.438213	426.8184798	413.6067425	425.5759322	489.256613	467.8040247	462.3592274	501.98117	557.9220105	595.1101969	609.6810865	585.7519519	636.6864823	620.1546055	607.9304618	607.4375476
5622173_5622323_Os06g0210200	215.8685419	222.2728824	195.6962848	240.915111	106.3173324	122.5927105	109.7633288	98.35054271	282.4921572	344.6136907	382.5122433	453.2214823	135.7376652	142.2901151	162.8933998	152.4912568
5681498_5682033_Os06g0211200	204.3861727	204.5455973	195.6962848	173.654547	306.1545405	328.7436367	370.6391856	355.6355624	156.7831473	172.3068453	173.7173507	196.3414364	282.7441176	304.3198992	305.5019611	308.352486
586205_586354_Os06g0110000	5.741184625	6.818186578	8.462542046	7.337516072	5.906518467	9.14870974	10.52525071	8.654847758	5.649843144	10.13569678	6.681436564	1.636178637	7.683264066	4.934917285	3.688152448	1.684986263
5963071_5963309_Os06g0217300	259.5015451	212.7274212	260.2231679	277.6026914	137.8187642	145.7694419	115.0259541	139.2643685	290.9669219	257.7362897	307.346082	238.8820809	137.274318	165.319729	162.8933998	151.6487636
5982680_5983324_Os06g0217600	643.012678	670.9095592	594.4935788	613.9055114	817.0683879	874.6166511	875.8512194	869.4187975	483.0615888	440.1788318	476.0523552	433.5873387	688.4204603	654.6990265	673.0878217	747.2914074
6036738_6037304_Os06g0218150	200.9414619	188.1819495	175.5977475	151.6419988	366.2041449	366.5583036	381.1644363	406.7778446	183.6199022	163.6191052	152.0026818	209.4308655	385.6998561	401.3732725	347.3010222	435.5689489
6085488_6085788_Os06g0218500	9.1858954	9.545461209	6.346906535	6.114596727	10.82861719	19.51724745	10.52525071	7.081239075	4.237382358	10.13569678	8.351795706	4.90853591	18.43983376	18.09469671	13.52322564	20.21983515
6086145_6086798_Os06g0218500	36.7435816	39.54548215	35.9658037	26.9042256	43.31446876	47.57329065	54.12986077	42.48743445	35.31151965	41.99074382	21.71466883	31.0873941	44.56293158	33.72193478	44.87252145	48.86460161
6208418_6209617_Os06g0220600	31.00239698	34.09093289	40.19707472	41.57925774	55.12750569	51.23277454	52.62625353	50.35547787	45.19874515	41.99074382	30.06646454	26.17885819	48.66067242	51.81663149	62.69859161	56.44703979
6214224_6214374_Os06g0220600	13.7788431	16.36364779	16.92508409	11.00627411	11.81303693	18.90733346	16.53967968	12.58886947	19.774451	14.47956684	10.02215485	32.72357273	9.219916879	11.514807	15.36730187	13.4798901
623522_623852_Os06g0111100	8.037658475	13.63637316	13.75163083	12.22919345	23.62607387	22.56681736	24.0577159	17.30969552	18.36199022	18.82343689	16.70359141	11.45325046	27.14753303	23.029614	24.58768299	28.64476646
6344132_6344432_Os06g0222800	10.33413233	2.727274631	8.462542046	9.783354763	21.65723438	10.36853771	15.03607244	14.16247815	14.12460786	7.239783418	3.340718282	6.544714547	12.29322251	21.38464157	20.28483846	16.84986263
6397014_6397162_Os06g0223700	58.56008318	84.54551356	69.81597188	68.48348334	40.36120952	34.76509701	26.31312676	30.68536932	146.8959218	117.2844914	235.5206389	207.7946869	68.63715899	66.62138335	79.9099697	63.18698484
6439272_6439812_Os06g0224100	73.4871632	85.90915088	92.03014475	94.1647896	174.2422948	156.1379796	190.9581199	161.29489	125.70901	118.7324481	115.2547807	116.1686832	164.421851	180.1244809	162.2787077	179.451037
6480562_6480920_Os06g0225100	65.44950473	99.54552403	113.1864999	107.6169024	57.09634518	46.96337667	64.65511148	65.30476036	59.32335301	57.91826734	113.5844216	101.4430755	39.95297314	64.15392471	37.49621655	44.65213596
6483571_6483751_Os06g0225200	60.85655703	57.27276725	46.54398125	46.47093513	47.25214774	51.84268853	60.14428975	51.14228221	50.8485883	55.02235397	85.1883162	31.0873941	37.90410273	41.12431071	55.32228672	48.02210848
6517562_6517772_Os06g0226000	200.9414619	178.6364883	169.2508409	173.654547	81.70683879	83.55821563	90.96823824	99.13734705	175.1451375	192.5782389	255.5649486	201.2499723	81.4425991	78.13619035	70.07489651	89.30427191
657963_658172_Os06g0111700	150.4190372	170.4546644	158.6726634	147.9732408	80.72241905	83.55821563	76.68396943	73.95960811	120.0591668	160.7231919	180.3987872	148.8922559	80.41816389	93.76342842	79.29527763	64.02947798
6596053_6596802_Os06g0227200	318.0616282	316.3638572	322.6344155	321.6277878	461.6928602	523.3061971	509.7228556	519.2908655	288.1420004	286.6954233	347.4347014	286.3312614	464.5813672	468.8171421	441.3489096	469.2686741
6601194_6601494_Os06g0227200	366.2875791	345.0002408	366.0049435	388.8883518	261.855652	218.3492058	215.0158358	217.1579983	309.3289121	305.5188602	429.2822993	325.5995487	230.497922	223.7162503	212.6834578	219.8907073
6721214_6721335_Os06g0229200	172.2355388	177.272851	184.0602895	179.7691438	123.0524681	103.0754631	82.6983984	101.4977601	218.9314218	221.5373726	267.2574626	271.6056537	136.7621004	152.9824358	125.3971832	138.1688735
6721482_6721900_Os06g0229200	127.4542987	126.8182703	123.7646774	157.7565956	118.1303693	157.3578075	150.3607244	132.1831294	201.9818924	225.8812426	200.4430969	189.7967218	220.7657875	216.3138743	212.0687658	235.0555836
6794239_6795433_Os06g0231300	427.1441361	398.1820961	436.8787331	380.3279164	254.9647138	254.3341308	271.4011075	259.6454327	484.4740496	472.0338788	613.0218048	535.0304142	353.9423646	316.6571925	320.869263	298.2425685
6847713_6848541_Os06g0232233	431.7370838	440.4548529	445.3412752	420.6842548	865.3049554	957.5649528	929.2292766	827.7181674	473.1743633	431.4910917	496.0966649	467.9470901	898.4296781	925.2969909	934.9466455	996.6693743
6932401_6932490_Os06g0233400	430.5888469	421.3639305	500.3477985	426.7988515	247.0893559	211.030238	190.2063163	202.9955201	498.5986575	499.5450558	499.4373832	458.1300183	175.1784207	184.236912	233.5829884	175.2385713
697979_698216_Os06g0112300	2.29647385	4.090911947	0	4.891677382	5.906518467	7.318967792	12.02885795	7.081239075	7.06230393	0	5.011077423	1.636178637	4.60995844	8.224862142	6.761612821	2.527479394
6993940_6994527_Os06g0234200	508.6689578	516.8185426	503.5212518	489.1677382	330.7650341	300.0776795	290.196198	305.2800846	358.7650397	367.7809976	300.6646454	284.6950828	221.2780051	216.3138743	232.3536042	237.583063
7018304_7018572_Os06g0234633	41.3365293	27.27274631	43.37052799	35.46466102	28.54817259	23.17673134	29.32034125	28.3249563	21.18691179	30.40709035	28.3961054	35.99593001	28.17196824	29.60950371	30.11991166	23.58980768
7047259_7048148_Os06g0235300	127.4542987	144.5455554	132.2272195	117.4002572	63.98728339	79.28881775	75.9321658	66.87836904	173.7326767	144.7956684	141.980527	153.8007918	58.90502451	59.21900742	64.54266784	55.60454666
7051156_7051604_Os06g0235300	292.8004159	229.091069	264.4544389	251.9213852	150.6162209	170.7759151	127.8066157	143.9851945	196.3320493	202.7139357	273.9388991	307.6015837	125.4933131	133.2427667	119.8649546	129.7439422
7120875_7121257_Os06g0237000	134.3437202	133.6364569	132.2272195	123.5148539	95.48871522	103.0754631	84.95380927	130.6095207	72.03550009	72.39783418	106.902985	91.62600365	103.9801737	97.87585949	79.9099697	90.14676504
7135815_7136859_Os06g0237300	1251.578248	1290.0009	1296.884569	1263.275684	838.7256223	859.3688016	810.4443043	843.4542542	1043.808521	1062.800206	1246.087919	1269.674622	683.8105019	695.000851	676.1612821	651.2471905
7137186_7137336_Os06g0237300	327.2475236	317.7274945	314.1718735	289.8318849	136.8343445	148.2090978	156.3751533	147.1324119	209.0441963	247.6005929	307.346082	320.6910128	122.4200075	106.1007216	130.9294119	115.421559
7221807_7222096_Os06g0239000	119.4166402	132.2728196	139.6319438	113.7314991	104.3484929	92.70692537	87.96102375	99.92415139	110.1719413	117.2844914	152.0026818	189.7967218	82.97925191	68.26635578	81.13935385	60.65950545
7223889_7224408_Os06g0239000	89.56248015	114.5455345	120.5912242	95.38770894	176.2111343	183.5841088	181.9364765	239.9753242	67.79811773	99.90901116	60.13292908	70.35568138	196.6915601	193.2842603	182.5635462	211.4657759
7258866_7259219_Os06g0239600	51.67066163	57.27276725	48.65961677	55.03137054	92.53545598	74.40950589	66.15871872	98.35054271	49.43612751	47.78257056	35.07754196	42.54064455	81.4425991	83.07110763	92.2038112	100.2566826
7263414_7263955_Os06g0239700	118.2684033	115.9091718	80.39414944	92.94187025	243.1516769	245.795335	245.0879807	195.1274767	114.4093237	173.754802	157.0137593	119.4410405	271.9875479	269.7754782	269.8498208	317.6199105
7267692_7268344_Os06g0240001	1172.3499	1093.637127	1074.74284	1254.715248	869.2426344	746.5347148	797.6636427	782.0835156	686.455942	589.3183702	950.4343513	847.5405338	515.29091	477.0420042	504.6621933	440.6239076
7290261_7290591_Os06g0240400	25.26121235	36.81820752	35.9658037	28.12714494	54.14308595	59.16165632	66.15871872	55.86310826	24.01183336	47.78257056	33.40718282	16.36178637	50.70954284	59.21900742	66.38674406	48.02210848
7432848_7433115_Os06g0243100	0	4.090911947	3.173453267	1.222919345	8.8597777	6.709053809	11.27705433	4.72082605	1.412460786	1.447956684	0	1.636178637	4.097740835	3.289944857	7.376304896	4.212465656
7534432_7534853_Os06g0244700	236.5368066	215.4546959	242.2402661	218.9025628	201.8060476	231.1573994	217.2712467	196.7010854	141.2460786	134.6599716	141.980527	137.4390055	176.2028559	148.8700048	148.14079	144.9088186
7555242_7555629_Os06g0245600	43.63300315	27.27274631	32.79235043	45.24801578	61.03402416	70.75002199	65.4069151	56.6499126	40.9613628	40.54278714	33.40718282	39.26828728	59.41724211	50.99414528	54.09290257	67.3994505
7586683_7590605_Os06g0245900	49.37418778	30.00002094	34.90798594	35.46466102	50.20540697	69.53019402	91.72004186	55.07630392	24.01183336	33.30300372	20.04430969	24.54267955	42.51406116	45.23674178	47.33128975	48.86460161
7799084_7799325_Os06g0250600	28.70592313	31.36365826	37.02362145	42.80217709	47.25214774	43.91380675	41.3491992	44.84784747	22.59937258	36.19891709	16.70359141	29.45121546	44.05071398	50.17165906	39.95498485	43.80964283
781927_782222_Os06g0113600	50.5224247	54.54549262	43.37052799	41.57925774	53.1586662	69.53019402	77.43577305	70.02558641	53.67350987	55.02235397	45.09969681	47.44918046	64.02720055	66.62138335	87.90096667	74.98188868
7829192_7829696_Os06g0251000	98.74837555	49.09094336	68.75815413	41.57925774	145.6941222	160.4073774	171.4112258	148.7060206	66.38565695	63.71009408	60.13292908	67.0833241	161.860763	165.319729	156.746479	161.7586812
7841728_7842119_Os06g0251200	34.44710775	15.00001047	24.32980838	30.57298364	51.18982671	43.30389277	51.87444991	44.06104313	53.67350987	72.39783418	43.42933767	57.26625228	57.36837169	47.70420042	53.47821049	54.76205353
7853691_7854050_Os06g0251900	394.9935022	390.0002722	397.7394762	467.1551899	318.9519972	298.8578515	293.9552161	306.8536932	288.1420004	324.3422971	277.2796174	271.6056537	240.2300565	223.7162503	258.1706713	194.6159133
7987131_7987488_Os06g0254300	848.5470876	936.8188358	916.0701765	913.520751	527.648983	523.3061971	454.8411912	455.5597138	716.1176185	668.9559878	855.2238803	769.0039592	342.1613597	364.3613929	356.5214033	326.8873349
800251_802518_Os06g0113900	2583.533081	2500.910837	2382.205586	2519.213852	1437.252827	1404.021988	1290.095015	1387.136054	1885.635149	1770.851024	2285.051305	2347.916344	1035.703996	1087.326775	1059.114445	1028.684113
8011878_8012204_Os06g0254700	316.9133913	365.4548006	332.1547753	385.2195938	285.4817259	318.9850129	314.2539139	274.5947152	319.2161377	318.5504704	235.5206389	227.4288305	206.9359122	199.0416638	216.3716103	223.2606798
8030106_8030343_Os06g0254901	6.88942155	4.090911947	2.115635512	1.222919345	2.953259233	8.538795757	6.014428975	13.37567381	8.474764716	10.13569678	1.670359141	3.272357273	9.219916879	13.15977943	9.835073194	10.95241071
8100462_8101089_Os06g0255700	354.8052098	394.0911842	416.7801958	295.9464816	234.2918992	200.0517863	181.1846729	221.09202	285.3170788	308.4147736	444.3155315	358.3231214	168.0073742	150.5149772	166.5815522	148.2787911
8119484_8119815_Os06g0255900	18.3717908	16.36364779	16.92508409	22.01254822	19.68839489	19.51724745	17.2914833	25.96454327	26.83675494	33.30300372	18.37395055	32.72357273	44.05071398	50.99414528	40.56967693	36.22720464
812416_813287_Os06g0114066	10275.57224	9801.825024	9836.647311	9901.97794	6252.049797	5858.833718	5644.541593	6143.3683	6091.94337	5980.061103	7514.945776	6966.848635	3971.735304	3860.750289	3521.570896	3605.870602
8133207_8134334_Os06g0256200	413.365293	439.0912156	444.2834574	391.3341905	186.0553317	162.2371194	151.8643316	179.3913899	395.4890201	432.9390484	395.8751164	422.1340883	190.0327312	188.349343	165.3521681	195.4584065
838198_838873_Os06g0114600	55.1153724	72.27277772	79.33633168	73.37516072	127.9745668	129.9116783	122.5439904	158.1476727	67.79811773	63.71009408	56.7922108	99.80689683	124.9810955	151.3374634	122.3237229	133.9564079
864344_864817_Os06g0115400	816.3964537	747.2732489	793.3633168	756.9870748	837.7412026	886.8149308	808.9406971	777.3626895	505.6609614	466.2420521	497.7670241	466.3109114	493.265553	457.3023351	543.387794	478.5360986
8745345_8745493_Os06g0264700	24.11297543	20.45455973	13.75163083	15.89795149	15.75071591	18.90733346	16.53967968	15.73608683	15.53706865	18.82343689	10.02215485	1.636178637	17.92761615	19.73966914	19.05545431	18.53484889
8785881_8786118_Os06g0265400	5.741184625	10.90909852	10.57817756	4.891677382	19.68839489	18.90733346	15.03607244	17.30969552	4.237382358	5.791826734	5.011077423	1.636178637	11.2687873	14.80475186	11.67914942	5.054958788
8824800_8825030_Os06g0265950	5.741184625	15.00001047	7.404724291	14.67503214	18.70397515	9.14870974	17.2914833	9.4416521	5.649843144	11.58365347	11.69251399	9.81707182	22.02535699	12.33729321	9.22038112	14.32238323
8826746_8827101_Os06g0266000	32.1506339	36.81820752	20.09853736	35.46466102	93.51987573	110.3944309	106.7561143	95.20332534	21.18691179	39.09483046	78.50687963	70.35568138	104.4923913	96.23088706	127.2412595	80.8793406
